"depression.value","cancer.value","diabete.value","referral.value","Respiratory_Disease.value","stroke.value","coronary.value","heart_failure.value","hypertension.value","child.value","elderly.value","muscular.value","ckd.value","epilepsy.value","asthma.value","Rheumatoid.value","PAD.value","Dementia.value","smoking.value","atrial.value"
1,0.249377139898656,0.078316086368187,0.25140219943761,0.570524473326238,0.306576848032015,0.330869701489368,0.355605903599279,0.31361387268648,0.0858629468425193,0.170489657663239,0.218517578841145,0.324401299862399,0.533755396825302,0.50727835364407,0.295373127205382,0.497358645241527,0.0994577512426765,0.36025796711071,0.252194184208636
0.249377139898656,1,-0.0475795095273896,0.636059423087124,0.380650101698741,0.787201477513239,0.72606211765754,0.622861834545266,0.771841780807031,-0.380322957479178,0.921310612442224,0.353034365411432,0.59499673643919,0.338149975227272,0.541953771783161,0.598948378886558,0.49171644215795,0.352666427479067,-0.388668300924481,0.912916114025465
0.078316086368187,-0.0475795095273896,1,-0.0457305084239097,0.314191823881127,0.207694191868738,0.40453018746815,0.247720683702665,0.40954248790695,0.387353128341061,0.0808112973371827,-0.0596639206919164,0.246378303864116,0.325560701101209,0.307605470232101,0.353831442510203,0.258533629210443,0.147474245388267,0.232120509350853,0.0242059442861099
0.25140219943761,0.636059423087124,-0.0457305084239097,1,0.320258704611078,0.520622113577455,0.501487455726051,0.433788550732808,0.530064359931563,-0.2440197773265,0.60168867133546,0.168841546819551,0.400259503253516,0.259572152917961,0.411248092352704,0.419710480542481,0.366215838010753,0.193257283434946,-0.230596530139339,0.601147784241323
0.570524473326238,0.380650101698741,0.314191823881127,0.320258704611078,1,0.567785958603237,0.663220639224992,0.547049941292239,0.584898012532534,-0.0485896462351866,0.420684782726628,0.0989603091225696,0.451315459469678,0.716684536156283,0.579195029060552,0.500049506139351,0.753193119289107,0.243137662504631,0.453376978311325,0.461843049236324
0.306576848032015,0.787201477513239,0.207694191868738,0.520622113577455,0.567785958603237,1,0.854222831236177,0.740768039148585,0.804779644334327,-0.293781430976688,0.842352453426644,0.275376959545349,0.625966326486624,0.566694816979015,0.605634458224769,0.624274999667177,0.651928355802428,0.662968322117535,-0.150028720408161,0.887269568705805
0.330869701489368,0.72606211765754,0.40453018746815,0.501487455726051,0.663220639224992,0.854222831236177,1,0.740279092265677,0.85680880429842,-0.206365986522908,0.81652845237162,0.196264700479383,0.62619684986576,0.589566920602374,0.68148067277118,0.697870867571662,0.708790679044838,0.432025449908129,-0.07569078446336,0.812227432358913
0.355605903599279,0.622861834545266,0.247720683702665,0.433788550732808,0.547049941292239,0.740768039148585,0.740279092265677,1,0.696411654727172,-0.213872726604914,0.640424457917934,0.397748758357562,0.580146173230082,0.492949867677962,0.539942148980853,0.549077929801749,0.610312911656394,0.444926493822366,-0.0451552960357878,0.694116814777692
0.31361387268648,0.771841780807031,0.40954248790695,0.530064359931563,0.584898012532534,0.804779644334327,0.85680880429842,0.696411654727172,1,-0.202165914861906,0.84455081042875,0.224543882916015,0.669475410933182,0.513986021140104,0.634505282970119,0.718503131401829,0.625080743713979,0.407918288491136,-0.142749111894992,0.814106176079696
0.0858629468425193,-0.380322957479178,0.387353128341061,-0.2440197773265,-0.0485896462351866,-0.293781430976688,-0.206365986522908,-0.213872726604914,-0.202165914861906,1,-0.403805979585252,-0.109619414654287,-0.137668706768143,0.084814541117392,0.0315442500181598,-0.0608032802459485,-0.144249934215527,-0.152195231786123,0.257939712166265,-0.37991554303936
0.170489657663239,0.921310612442224,0.0808112973371827,0.60168867133546,0.420684782726628,0.842352453426644,0.81652845237162,0.640424457917934,0.84455081042875,-0.403805979585252,1,0.243918277036099,0.604224680389393,0.374023000698051,0.567205927489329,0.65324478673666,0.520408623204948,0.389825602978999,-0.368750018796951,0.943602824260829
0.218517578841145,0.353034365411432,-0.0596639206919164,0.168841546819551,0.0989603091225696,0.275376959545349,0.196264700479383,0.397748758357562,0.224543882916015,-0.109619414654287,0.243918277036099,1,0.310870956393207,0.141239080834466,0.192021186764088,0.183286144558005,0.193457538070545,0.175381423065598,-0.117563936342427,0.308937643489151
0.324401299862399,0.59499673643919,0.246378303864116,0.400259503253516,0.451315459469678,0.625966326486624,0.62619684986576,0.580146173230082,0.669475410933182,-0.137668706768143,0.604224680389393,0.310870956393207,1,0.420356464021141,0.492866216355389,0.517200456019691,0.487101721236449,0.328050215111121,-0.0858010341290324,0.623170728872169
0.533755396825302,0.338149975227272,0.325560701101209,0.259572152917961,0.716684536156283,0.566694816979015,0.589566920602374,0.492949867677962,0.513986021140104,0.084814541117392,0.374023000698051,0.141239080834466,0.420356464021141,1,0.569035525705699,0.458243801440954,0.632183441067469,0.366218537027151,0.366432383773147,0.433829988752349
0.50727835364407,0.541953771783161,0.307605470232101,0.411248092352704,0.579195029060552,0.605634458224769,0.68148067277118,0.539942148980853,0.634505282970119,0.0315442500181598,0.567205927489329,0.192021186764088,0.492866216355389,0.569035525705699,1,0.563507530894346,0.589688378441571,0.181890424184769,0.0273835598900099,0.575323755776315
0.295373127205382,0.598948378886558,0.353831442510203,0.419710480542481,0.500049506139351,0.624274999667177,0.697870867571662,0.549077929801749,0.718503131401829,-0.0608032802459485,0.65324478673666,0.183286144558005,0.517200456019691,0.458243801440954,0.563507530894346,1,0.510584505539844,0.272914301477698,-0.0672634554936454,0.621910817190731
0.497358645241527,0.49171644215795,0.258533629210443,0.366215838010753,0.753193119289107,0.651928355802428,0.708790679044838,0.610312911656394,0.625080743713979,-0.144249934215527,0.520408623204948,0.193457538070545,0.487101721236449,0.632183441067469,0.589688378441571,0.510584505539844,1,0.292346765365439,0.236421862483537,0.553746648301727
0.0994577512426765,0.352666427479067,0.147474245388267,0.193257283434946,0.243137662504631,0.662968322117535,0.432025449908129,0.444926493822366,0.407918288491136,-0.152195231786123,0.389825602978999,0.175381423065598,0.328050215111121,0.366218537027151,0.181890424184769,0.272914301477698,0.292346765365439,1,-0.0906324291867422,0.511883491452495
0.36025796711071,-0.388668300924481,0.232120509350853,-0.230596530139339,0.453376978311325,-0.150028720408161,-0.07569078446336,-0.0451552960357878,-0.142749111894992,0.257939712166265,-0.368750018796951,-0.117563936342427,-0.0858010341290324,0.366432383773147,0.0273835598900099,-0.0672634554936454,0.236421862483537,-0.0906324291867422,1,-0.324016710516913
0.252194184208636,0.912916114025465,0.0242059442861099,0.601147784241323,0.461843049236324,0.887269568705805,0.812227432358913,0.694116814777692,0.814106176079696,-0.37991554303936,0.943602824260829,0.308937643489151,0.623170728872169,0.433829988752349,0.575323755776315,0.621910817190731,0.553746648301727,0.511883491452495,-0.324016710516913,1
